NombrePais,Total_Pais_Mes,Categoria,Total_Categoria_Mes,Clase,Litros 40 % Alc. Vol,AñoArchivo,Mes
ALEMANIA,650283.46,TEQUILA,594554.17,BLANCO,420403.38,2017,3
ARGENTINA,10671.9,TEQUILA,10670.4,REPOSADO,5745.6,2019,11
URUGUAY,11132.1,TEQUILA,11132.1,BLANCO,3206.25,2023,8
JAPON,11476.49,TEQUILA 100% DE AGAVE,52.5,BLANCO,52.5,2004,6
CANADA,56446.43,TEQUILA 100% DE AGAVE,39877.88,EXTRA AÑEJO,2.25,2014,5
AUSTRALIA,46003.59,TEQUILA 100% DE AGAVE,782.82,AÑEJO,782.82,2006,12
MEXICO,13198.53,TEQUILA 100% DE AGAVE,8872.16,REPOSADO,7312.76,1998,2
BRASIL,96432.3,TEQUILA 100% DE AGAVE,9265.5,AÑEJO,1008.0,2011,12
GUATEMALA,18472.97,TEQUILA,16384.97,JOVEN,8099.44,2016,5
COSTA RICA,28550.85,TEQUILA 100% DE AGAVE,5669.55,BLANCO,1467.0,2010,10
JAPON,107079.26,TEQUILA 100% DE AGAVE,51538.76,REPOSADO,9789.39,2023,12
AUSTRALIA,63557.27,TEQUILA 100% DE AGAVE,1988.16,REPOSADO,1133.16,2006,6
INDONESIA,18000.0,TEQUILA 100% DE AGAVE,18000.0,REPOSADO,3600.0,2023,7
SINGAPUR,60126.96,TEQUILA,36148.5,REPOSADO,19156.5,2018,1
HONDURAS,15089.23,TEQUILA,12478.0,REPOSADO,8595.0,2008,4
BULGARIA,4548.6,TEQUILA,4548.6,BLANCO,3351.6,2021,7
JAPON,115911.14,TEQUILA,98562.89,REPOSADO,48754.8,2016,8
BOLIVIA,29798.4,TEQUILA,29798.4,BLANCO,19003.2,2010,7
HONG KONG,19818.0,TEQUILA,19440.0,JOVEN,3024.0,2008,2
ITALIA,80261.7,TEQUILA,28762.8,JOVEN,16.8,2007,11
CANADA,97602.39,TEQUILA 100% DE AGAVE,1793.25,REPOSADO,1793.25,2008,8
REPUBLICA CHECA,13328.88,TEQUILA,11286.0,BLANCO,7695.0,2018,1
AZERBAIJAN ,9338.4,TEQUILA 100% DE AGAVE,5029.2,BLANCO,3016.44,2022,11
GUATEMALA,24837.14,TEQUILA,23540.7,BLANCO,225.0,2008,1
EL SALVADOR,36056.48,TEQUILA 100% DE AGAVE,3105.0,REPOSADO,2677.5,2012,1
NUEVA ZELANDIA,26962.32,TEQUILA,9671.76,REPOSADO,8522.64,2019,6
NORUEGA,19207.29,TEQUILA,13557.45,REPOSADO,7452.75,2023,3
HONDURAS,3370.12,TEQUILA,826.05,REPOSADO,2.63,2023,1
JAPON,104997.67,TEQUILA 100% DE AGAVE,2130.73,EXTRA AÑEJO,51.0,2013,2
MEXICO,92587.75,TEQUILA 100% DE AGAVE,89259.06,EXTRA AÑEJO,2054.7,2021,10
NIGERIA,1667.25,TEQUILA,1667.25,JOVEN,1667.25,2016,3
PAISES BAJOS,1139.43,TEQUILA 100% DE AGAVE,1139.43,AÑEJO,276.76,2011,4
MEXICO,263865.56,TEQUILA,204994.71,JOVEN,64386.03,2004,2
PUERTO RICO,25743.0,TEQUILA 100% DE AGAVE,6087.0,AÑEJO,504.0,2020,3
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,99627.96,TEQUILA,85567.5,REPOSADO,10852.79,2025,3
COREA DEL SUR,29006.34,TEQUILA,26740.8,JOVEN,5400.0,2017,2
RUSIA,30046.43,TEQUILA,22590.94,JOVEN,18.94,2023,7
RUSIA,62254.8,TEQUILA,10875.6,JOVEN,1869.6,2018,4
COLOMBIA,509487.1,TEQUILA 100% DE AGAVE,198306.7,EXTRA AÑEJO,450.0,2022,2
HONDURAS,27083.78,TEQUILA 100% DE AGAVE,26453.78,BLANCO,2286.0,2022,11
COSTA RICA,2871.0,TEQUILA,2700.0,JOVEN,1350.0,2007,10
ESTADOS UNIDOS DE AMERICA,25920924.96,TEQUILA,8934015.18,JOVEN,4278612.67,2021,9
FILIPINAS,123504.95,TEQUILA,123333.95,JOVEN,37175.12,2003,11
ALEMANIA,577695.25,TEQUILA,576418.45,REPOSADO,199649.4,2006,7
GRECIA,64482.69,TEQUILA 100% DE AGAVE,10952.85,AÑEJO,367.08,2010,2
ESTADOS UNIDOS DE AMERICA,23319871.76,TEQUILA 100% DE AGAVE,17014984.13,REPOSADO,5555744.31,2023,1
ARGENTINA,31828.8,TEQUILA,31828.8,BLANCO,12306.0,2013,12
ARGENTINA,14775.08,TEQUILA 100% DE AGAVE,36.0,AÑEJO,9.0,2008,8
REPUBLICA CHECA,5250.0,TEQUILA 100% DE AGAVE,5250.0,AÑEJO,315.0,2024,5
GUATEMALA,9164.98,TEQUILA 100% DE AGAVE,1485.0,REPOSADO,495.0,2003,7
COSTA RICA,22302.0,TEQUILA,15981.75,REPOSADO,906.75,2013,5
ARGENTINA,22003.94,TEQUILA,20898.0,BLANCO,7430.4,2010,10
ALEMANIA,568494.92,TEQUILA,563926.53,JOVEN,8715.3,2005,4
BELGICA,37663.19,TEQUILA 100% DE AGAVE,3546.44,EXTRA AÑEJO,45.89,2021,3
CHILE,20081.38,TEQUILA 100% DE AGAVE,281.38,AÑEJO,179.99,1999,12
ARGENTINA,20617.2,TEQUILA,20617.2,REPOSADO,10681.2,2007,8
CANADA,85520.52,TEQUILA 100% DE AGAVE,39839.87,EXTRA AÑEJO,4.5,2012,9
VENEZUELA,41256.02,TEQUILA 100% DE AGAVE,588.01,REPOSADO,588.01,1998,3
SUECIA,18068.41,TEQUILA,18068.41,BLANCO,8187.48,2005,10
PANAMA,97568.17,TEQUILA 100% DE AGAVE,38101.12,REPOSADO,8028.0,2015,1
PARAGUAY,6565.5,TEQUILA 100% DE AGAVE,409.5,BLANCO,162.0,2021,10
PAISES BAJOS,14277.5,TEQUILA 100% DE AGAVE,1777.5,EXTRA AÑEJO,13.5,2012,11
FINLANDIA,7652.82,TEQUILA,7453.32,BLANCO,7022.4,2005,8
ESTADOS UNIDOS DE AMERICA,11457665.2,TEQUILA,6870614.06,AÑEJO,13144.45,2012,6
RUMANIA,19369.74,TEQUILA 100% DE AGAVE,2010.96,BLANCO,670.32,2023,2
MEXICO,88172.06,TEQUILA,19574.58,REPOSADO,13189.98,2007,8
BRASIL,38659.68,TEQUILA,37479.6,AÑEJO,4032.0,2009,3
GUATEMALA,32808.45,TEQUILA 100% DE AGAVE,24599.25,REPOSADO,12337.13,2022,7
ALEMANIA,401674.26,TEQUILA,332688.32,REPOSADO,90846.36,2018,11
AUSTRALIA,47680.81,TEQUILA,41252.33,JOVEN,766.08,2009,3
PAISES BAJOS,5985.0,TEQUILA 100% DE AGAVE,5187.0,REPOSADO,2793.0,2010,7
JAPON,126979.5,TEQUILA,120817.5,BLANCO,45940.2,2013,11
ESTADOS UNIDOS DE AMERICA,3895269.65,TEQUILA,3515495.84,REPOSADO,361756.82,2001,12
SUDAFRICA,266366.7,TEQUILA 100% DE AGAVE,31003.2,BLANCO,7585.2,2016,7
COSTA RICA,17026.54,TEQUILA 100% DE AGAVE,5688.64,BLANCO,2294.04,2008,4
ESPAÑA,687035.61,TEQUILA 100% DE AGAVE,95290.37,REPOSADO,44109.62,2022,5
ESTADOS UNIDOS DE AMERICA,5531292.7,TEQUILA,4965953.69,REPOSADO,281535.5,2002,4
AUSTRALIA,92712.37,TEQUILA 100% DE AGAVE,61777.27,REPOSADO,34987.76,2017,6
GRECIA,74473.35,TEQUILA,70479.36,REPOSADO,70479.36,2009,2
ESPAÑA,433905.37,TEQUILA 100% DE AGAVE,12030.47,AÑEJO,2309.07,2014,5
COLOMBIA,526881.98,TEQUILA,401068.93,JOVEN,121750.86,2022,6
HUNGRIA,16039.8,TEQUILA,16039.8,REPOSADO,1436.4,2017,9
ESPAÑA,505201.34,TEQUILA 100% DE AGAVE,8749.88,AÑEJO,28.68,2011,5
ALEMANIA,452744.01,TEQUILA,446988.96,REPOSADO,136895.29,2008,9
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,59939.63,TEQUILA,21432.0,JOVEN,6634.8,2015,10
SINGAPUR,94559.27,TEQUILA,59819.04,REPOSADO,58861.44,2016,4
ESTADOS UNIDOS DE AMERICA,10813675.96,TEQUILA,8359837.36,JOVEN,6897680.09,2007,7
HUNGRIA,5321.5,TEQUILA 100% DE AGAVE,670.32,AÑEJO,335.16,2006,5
ARUBA,19950.0,TEQUILA 100% DE AGAVE,12768.0,AÑEJO,12768.0,2013,7
MEXICO,75292.6,TEQUILA 100% DE AGAVE,72350.39,AÑEJO,21184.43,2015,10
ESTADOS UNIDOS DE AMERICA,24109111.35,TEQUILA 100% DE AGAVE,17251796.45,EXTRA AÑEJO,131617.44,2022,12
CHINA,23006.64,TEQUILA,20988.0,BLANCO,7708.5,2012,2
SERBIA,19989.48,TEQUILA 100% DE AGAVE,9647.4,BLANCO,7606.2,2023,9
FRANCIA,338651.33,TEQUILA 100% DE AGAVE,5871.37,EXTRA AÑEJO,63.0,2016,10
SUIZA,10222.38,TEQUILA,9216.9,BLANCO,6822.9,2018,10
PANAMA,169880.46,TEQUILA,149385.15,REPOSADO,126123.15,2008,1
COREA DEL SUR,29633.64,TEQUILA 100% DE AGAVE,6660.24,BLANCO,2462.4,2014,7
IRAK,10830.0,TEQUILA,10830.0,JOVEN,5415.0,2019,3
REPUBLICA DOMINICANA,9306.0,TEQUILA 100% DE AGAVE,1098.0,REPOSADO,1098.0,2013,10
ALEMANIA,351165.07,TEQUILA 100% DE AGAVE,15053.82,AÑEJO,2812.32,2012,12
ESTADOS UNIDOS DE AMERICA,25454109.72,TEQUILA,5303551.71,JOVEN,2533020.28,2024,9
ESTADOS UNIDOS DE AMERICA,5866268.25,TEQUILA,4626095.49,BLANCO,829979.38,2004,10
ITALIA,38899.6,TEQUILA 100% DE AGAVE,908.63,REPOSADO,843.88,2001,5
ISRAEL,4053.0,TEQUILA 100% DE AGAVE,4053.0,AÑEJO,1351.0,2010,1
LETONIA,80179.62,TEQUILA,76433.55,REPOSADO,1795.5,2024,10
UCRANIA,121.0,TEQUILA,112.0,JOVEN,25.5,2005,6
ISRAEL,10769.4,TEQUILA 100% DE AGAVE,3929.4,AÑEJO,562.5,2021,11
COREA DEL NORTE,170.69,TEQUILA,117.59,REPOSADO,22.8,1999,10
GUATEMALA,4728.3,TEQUILA 100% DE AGAVE,2292.3,REPOSADO,1059.75,2010,2
CHILE,98970.0,TEQUILA,98565.0,REPOSADO,1071.6,2016,8
AUSTRALIA,26039.13,TEQUILA,25184.88,JOVEN,766.08,2007,4
PUERTO RICO,41999.99,TEQUILA,41999.99,REPOSADO,41999.99,2002,2
CANADA,322597.12,TEQUILA,178262.35,BLANCO,167732.35,2024,12
CHILE,7806.6,TEQUILA 100% DE AGAVE,369.0,REPOSADO,288.0,2019,6
COSTA RICA,5958.3,TEQUILA 100% DE AGAVE,708.3,REPOSADO,248.55,2023,7
BRASIL,132412.05,TEQUILA,130909.05,BLANCO,18869.85,2017,7
ESTONIA,5190.85,TEQUILA,5171.04,BLANCO,2394.0,2016,5
LIBANO,5627.89,TEQUILA,4851.84,BLANCO,1532.16,2020,2
TURQUIA,25446.96,TEQUILA 100% DE AGAVE,5975.76,AÑEJO,420.0,2012,10
JAPON,101190.75,TEQUILA,100466.25,BLANCO,35742.0,2010,5
ITALIA,80504.94,TEQUILA,47880.0,REPOSADO,8139.6,2015,5
HONDURAS,22375.09,TEQUILA,15184.8,BLANCO,1231.2,2021,6
GUATEMALA,30995.81,TEQUILA,12672.19,BLANCO,4200.0,2025,1
GRECIA,48018.58,TEQUILA 100% DE AGAVE,22069.9,BLANCO,13102.74,2022,4
TAILANDIA,242.78,TEQUILA 100% DE AGAVE,242.78,AÑEJO,27.0,2022,5
ARGENTINA,10515.13,TEQUILA,9849.6,REPOSADO,4924.8,2024,8
ESPAÑA,272601.11,TEQUILA 100% DE AGAVE,41325.15,AÑEJO,6629.0,2023,7
TURQUIA,7346.16,TEQUILA,7346.16,JOVEN,4564.56,2004,11
TRINIDAD Y TOBAGO,9099.0,TEQUILA,8379.0,BLANCO,2223.0,2011,12
ITALIA,9715.5,TEQUILA 100% DE AGAVE,42.6,REPOSADO,16.8,2011,10
NUEVA ZELANDIA,22500.64,TEQUILA,21117.16,JOVEN,9646.37,2017,11
DINAMARCA,5754.59,TEQUILA,5754.59,BLANCO,2399.99,2006,3
BIELORRUSIA,6330.96,TEQUILA 100% DE AGAVE,308.34,BLANCO,31.5,2009,10
BRASIL,20629.13,TEQUILA,20599.2,JOVEN,5445.0,2022,9
PORTUGAL,20330.24,TEQUILA,16686.74,JOVEN,1615.35,1998,5
AUSTRALIA,133826.63,TEQUILA 100% DE AGAVE,92328.96,AÑEJO,2983.4,2023,11
ARGENTINA,32942.4,TEQUILA,32798.03,AÑEJO,2255.62,1997,10
PAISES BAJOS,11787.59,TEQUILA,11787.59,JOVEN,989.52,2006,3
ALEMANIA,154072.57,TEQUILA 100% DE AGAVE,999.28,AÑEJO,999.28,1998,1
DINAMARCA,2252.58,TEQUILA,972.0,BLANCO,972.0,2019,9
ALEMANIA,595994.81,TEQUILA 100% DE AGAVE,56824.92,BLANCO,41244.0,2016,1
BRASIL,9845.76,TEQUILA,9575.43,BLANCO,9320.25,1997,5
ALEMANIA,734496.42,TEQUILA,699757.82,JOVEN,33388.42,2016,12
ESTONIA,97256.7,TEQUILA,94321.2,JOVEN,17817.6,2008,7
PUERTO RICO,98813.25,TEQUILA,58143.0,REPOSADO,18555.0,2023,3
ESTADOS UNIDOS DE AMERICA,23087185.55,TEQUILA 100% DE AGAVE,15411942.5,REPOSADO,3957832.12,2021,4
VENEZUELA,37090.26,TEQUILA,36648.0,REPOSADO,21168.0,2009,4
BELGICA,63469.67,TEQUILA 100% DE AGAVE,9.0,REPOSADO,3.0,2015,2
BOLIVIA,47726.1,TEQUILA 100% DE AGAVE,1325.25,REPOSADO,1215.0,2022,5
REPUBLICA DOMINICANA,6840.01,TEQUILA,6840.01,BLANCO,6840.01,1998,12
BANGLADESH,7200.0,TEQUILA,7200.0,JOVEN,4800.0,2015,9
CANADA,88402.2,TEQUILA,65707.38,JOVEN,46292.38,2011,4
REPUBLICA DOMINICANA,104109.3,TEQUILA,62225.06,REPOSADO,31719.73,2024,4
ESTADOS UNIDOS DE AMERICA,10328060.91,TEQUILA,6791480.02,AÑEJO,85200.0,2010,3
EL SALVADOR,16738.88,TEQUILA 100% DE AGAVE,16738.88,BLANCO,2587.5,2022,7
AUSTRALIA,121110.72,TEQUILA 100% DE AGAVE,50937.18,AÑEJO,1130.16,2015,9
GUATEMALA,14612.68,TEQUILA,9560.12,JOVEN,1865.12,2013,6
JAPON,67972.41,TEQUILA 100% DE AGAVE,57289.41,REPOSADO,6104.84,2023,4
PAISES BAJOS,20411.61,TEQUILA,20411.61,AÑEJO,546.0,2004,9
CANADA,384043.23,TEQUILA 100% DE AGAVE,259529.19,AÑEJO,16200.25,2024,2
SUECIA,10342.08,TEQUILA,10342.08,BLANCO,7325.64,2001,2
ISLAS CAIMAN  ,8682.0,TEQUILA 100% DE AGAVE,1338.0,AÑEJO,798.0,2007,11
PUERTO RICO,13230.0,TEQUILA 100% DE AGAVE,1998.0,AÑEJO,378.0,2018,4
COREA DEL SUR,2655.0,TEQUILA 100% DE AGAVE,2655.0,BLANCO,195.0,2012,11
LIBANO,7732.8,TEQUILA 100% DE AGAVE,756.0,AÑEJO,756.0,2008,4
COSTA RICA,9975.01,TEQUILA,9547.51,REPOSADO,2564.99,2002,2
REPUBLICA DOMINICANA,9.5,TEQUILA 100% DE AGAVE,9.5,AÑEJO,8.55,2020,2
URUGUAY,13586.4,TEQUILA,13586.4,BLANCO,4192.88,2021,7
RUSIA,47001.9,TEQUILA 100% DE AGAVE,36650.7,BLANCO,19200.9,2013,2
DINAMARCA,3160.08,TEQUILA 100% DE AGAVE,3160.08,AÑEJO,3160.08,1998,10
COREA DEL SUR,38801.72,TEQUILA 100% DE AGAVE,12707.4,JOVEN,10875.0,2010,3
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,42206.95,TEQUILA 100% DE AGAVE,42206.95,REPOSADO,35375.83,2017,11
LIBANO,13204.8,TEQUILA,7660.8,REPOSADO,7660.8,2017,10
ISRAEL,1530.0,TEQUILA 100% DE AGAVE,1530.0,REPOSADO,450.0,2009,7
PANAMA,59184.0,TEQUILA,58590.0,BLANCO,19206.0,2017,7
SERBIA,27027.1,TEQUILA,20818.68,BLANCO,20818.68,2024,12
GUATEMALA,13010.19,TEQUILA,11279.12,REPOSADO,9192.92,2009,4
CUBA,183.91,TEQUILA,36.74,BLANCO,15.74,2002,10
SINGAPUR,38405.76,TEQUILA 100% DE AGAVE,38405.76,REPOSADO,9850.31,2018,4
EMIRATOS ARABES UNIDOS,20880.0,TEQUILA,20880.0,REPOSADO,13968.0,2010,9
SINGAPUR,18042.68,TEQUILA 100% DE AGAVE,15343.8,REPOSADO,11687.1,2013,12
AUSTRALIA,67525.23,TEQUILA 100% DE AGAVE,65131.23,AÑEJO,584.4,2019,3
MEXICO,127726.32,TEQUILA 100% DE AGAVE,125130.19,BLANCO,29958.59,2024,5
COSTA RICA,10799.99,TEQUILA,10799.99,JOVEN,4049.99,1998,5
JAMAICA,6000.0,TEQUILA,6000.0,BLANCO,1200.0,2011,6
ITALIA,128379.86,TEQUILA 100% DE AGAVE,81816.56,AÑEJO,483.0,2017,8
SUECIA,16.97,TEQUILA,12.47,BLANCO,4.5,1997,4
SINGAPUR,7891.5,TEQUILA 100% DE AGAVE,7891.5,EXTRA AÑEJO,9.0,2019,9
PANAMA,9770.19,TEQUILA,9450.0,REPOSADO,3420.0,1998,10
TURQUIA,76473.58,TEQUILA,76323.96,JOVEN,2505.72,2015,4
INDIA,10143.58,TEQUILA,9442.49,REPOSADO,6142.49,2005,11
BRASIL,87915.6,TEQUILA,71841.6,REPOSADO,62791.2,2013,7
NUEVA ZELANDIA,33538.05,TEQUILA 100% DE AGAVE,15087.33,AÑEJO,3984.78,2021,9
ESTADOS UNIDOS DE AMERICA,6272947.78,TEQUILA,5658069.32,BLANCO,861601.69,2003,1
COSTA RICA,40309.88,TEQUILA 100% DE AGAVE,35751.38,AÑEJO,857.25,2022,4
CHILE,27195.0,TEQUILA,27195.0,BLANCO,18510.0,2013,12
SUIZA,3434.75,TEQUILA 100% DE AGAVE,3434.75,EXTRA AÑEJO,635.15,2020,8
FRANCIA,296059.75,TEQUILA 100% DE AGAVE,4468.8,REPOSADO,1453.2,2018,5
PANAMA,33807.93,TEQUILA 100% DE AGAVE,497.13,BLANCO,330.75,2007,9
ITALIA,22125.13,TEQUILA 100% DE AGAVE,11457.01,REPOSADO,3864.01,2000,4
ESPAÑA,885850.44,TEQUILA,780626.46,BLANCO,563279.01,2022,12
SUDAFRICA,63990.0,TEQUILA,63360.0,BLANCO,30186.0,2014,9
PORTUGAL,183036.45,TEQUILA,183036.45,BLANCO,68084.43,2007,9
MEXICO,70528.65,TEQUILA,2292.3,BLANCO,284.7,2014,8
CANADA,384043.23,TEQUILA 100% DE AGAVE,259529.19,EXTRA AÑEJO,175.39,2024,2
PAISES BAJOS,15889.05,TEQUILA,3591.0,REPOSADO,3591.0,2014,6
ISLAS VIRGENES NORTEAMERICANAS,7713.0,TEQUILA,6804.0,REPOSADO,6804.0,2009,2
ITALIA,70670.12,TEQUILA,70670.12,REPOSADO,3950.1,2014,7
SUDAFRICA,128231.33,TEQUILA,100486.8,AÑEJO,12285.0,2021,6
INDIA,68209.5,TEQUILA 100% DE AGAVE,8665.5,REPOSADO,4047.0,2019,6
SANTA LUCIA,1800.01,TEQUILA,1800.01,BLANCO,900.01,2001,2
MEXICO,100336.2,TEQUILA 100% DE AGAVE,99616.14,BLANCO,26221.61,2019,7
REPUBLICA DOMINICANA,50326.45,TEQUILA,34821.9,BLANCO,12742.8,2025,1
EL SALVADOR,22791.3,TEQUILA,13960.8,REPOSADO,12319.2,2017,6
EMIRATOS ARABES UNIDOS,33539.52,TEQUILA,33053.52,BLANCO,14122.92,2018,2
ESTADOS UNIDOS DE AMERICA,32232378.82,TEQUILA,8658406.27,EXTRA AÑEJO,720.0,2023,5
ECUADOR,72641.18,TEQUILA 100% DE AGAVE,2970.0,BLANCO,1485.0,2020,9
ECUADOR,33463.07,TEQUILA 100% DE AGAVE,435.38,BLANCO,126.0,2021,1
ITALIA,267751.1,TEQUILA,1368.0,BLANCO,684.0,2024,1
CANADA,72106.55,TEQUILA 100% DE AGAVE,39999.55,EXTRA AÑEJO,781.2,2013,10
ALEMANIA,147064.95,TEQUILA 100% DE AGAVE,51262.3,REPOSADO,7007.64,2014,12
SUIZA,264.39,TEQUILA,243.39,BLANCO,175.56,2004,10
IRLANDA,23858.28,TEQUILA,22178.7,REPOSADO,3300.3,2019,5
ESPAÑA,321793.83,TEQUILA,310910.99,BLANCO,189145.37,2020,7
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,99627.96,TEQUILA,85567.5,BLANCO,27556.02,2025,3
HONDURAS,23967.07,TEQUILA 100% DE AGAVE,10465.87,BLANCO,630.0,2021,11
ITALIA,56670.96,TEQUILA 100% DE AGAVE,34851.36,BLANCO,12878.64,2020,7
MEXICO,49171.37,TEQUILA 100% DE AGAVE,47673.99,BLANCO,8544.03,2012,5
RUSIA,19592.35,TEQUILA 100% DE AGAVE,5279.63,REPOSADO,1915.2,2018,3
TAILANDIA,2693.25,TEQUILA,2693.25,BLANCO,2693.25,2012,11
UCRANIA,15934.74,TEQUILA,10534.74,BLANCO,8835.0,2014,9
BRASIL,73274.4,TEQUILA 100% DE AGAVE,7200.0,BLANCO,2700.0,2015,6
MEXICO,107823.82,TEQUILA 100% DE AGAVE,105558.45,BLANCO,12772.4,2022,11
IRLANDA,55009.6,TEQUILA 100% DE AGAVE,16945.0,AÑEJO,5019.06,2022,8
TAIWAN,1188.0,TEQUILA 100% DE AGAVE,1188.0,BLANCO,594.0,2013,6
BRASIL,224482.65,TEQUILA,222136.8,BLANCO,53449.5,2013,4
EL SALVADOR,19469.36,TEQUILA 100% DE AGAVE,2604.9,AÑEJO,1140.0,2005,4
TURQUIA,63386.61,TEQUILA 100% DE AGAVE,5938.17,BLANCO,3573.36,2022,1
BULGARIA,6782.99,TEQUILA,6703.19,REPOSADO,2681.28,2005,1
CHILE,28157.97,TEQUILA 100% DE AGAVE,79.8,AÑEJO,79.8,2006,10
MEXICO,26277.23,TEQUILA 100% DE AGAVE,8873.59,BLANCO,1253.48,1998,12
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,146649.31,TEQUILA,131184.22,BLANCO,86726.5,2009,7
CHINA,20322.0,TEQUILA,8550.0,BLANCO,3420.0,2009,11
AUSTRALIA,460876.31,TEQUILA 100% DE AGAVE,350388.94,BLANCO,236144.68,2022,7
RUSIA,134334.75,TEQUILA 100% DE AGAVE,32079.6,BLANCO,15127.8,2013,11
ISRAEL,26256.75,TEQUILA 100% DE AGAVE,17193.75,BLANCO,7410.69,2021,5
FILIPINAS,160714.08,TEQUILA,138804.12,REPOSADO,103728.6,2023,6
NUEVA ZELANDIA,28065.79,TEQUILA,23939.17,JOVEN,17654.76,2019,12
AUSTRALIA,59242.74,TEQUILA,48478.5,REPOSADO,45964.8,2009,8
ESTADOS UNIDOS DE AMERICA,9956299.12,TEQUILA 100% DE AGAVE,4031383.32,AÑEJO,271340.15,2010,8
ARGENTINA,19349.99,TEQUILA,19349.99,BLANCO,19349.99,2001,3
NUEVA ZELANDIA,12042.24,TEQUILA 100% DE AGAVE,4477.2,AÑEJO,1293.6,2009,11
TAIWAN,15234.0,TEQUILA 100% DE AGAVE,15234.0,REPOSADO,4581.0,2022,8
TURQUIA,5426.4,TEQUILA 100% DE AGAVE,5426.4,BLANCO,5426.4,2024,12
FILIPINAS,297063.51,TEQUILA 100% DE AGAVE,273.75,BLANCO,60.0,2004,2
PARAGUAY,18468.0,TEQUILA,18468.0,BLANCO,18468.0,2014,5
MEXICO,99431.71,TEQUILA 100% DE AGAVE,98760.16,EXTRA AÑEJO,3035.73,2022,7
ISRAEL,67721.1,TEQUILA,34371.0,BLANCO,5586.0,2022,5
CANADA,69360.34,TEQUILA 100% DE AGAVE,55784.74,BLANCO,11850.75,2015,3
CHILE,188685.37,TEQUILA 100% DE AGAVE,9415.57,BLANCO,28.8,2021,11
KENYA,7980.0,TEQUILA,7980.0,BLANCO,3420.0,2018,1
MEXICO,459936.35,TEQUILA 100% DE AGAVE,21078.11,BLANCO,1660.22,2005,1
TURQUIA,139211.22,TEQUILA,128090.4,BLANCO,113498.4,2018,9
CUBA,22321.2,TEQUILA,22321.2,REPOSADO,4850.7,2013,8
GUATEMALA,13637.03,TEQUILA,11707.2,REPOSADO,11707.2,2017,2
MEXICO,94366.94,TEQUILA,687.23,JOVEN,687.23,2023,9
BOSNIA,7182.0,TEQUILA,7182.0,JOVEN,4309.2,2008,1
HONG KONG,12529.05,TEQUILA 100% DE AGAVE,6971.55,REPOSADO,25.28,2011,11
JAPON,203466.06,TEQUILA 100% DE AGAVE,95845.8,AÑEJO,52596.73,2022,10
COLOMBIA,166171.78,TEQUILA,72120.85,REPOSADO,22522.5,2023,4
PANAMA,18472.86,TEQUILA,17818.5,BLANCO,8400.0,2008,9
VENEZUELA,9900.0,TEQUILA,9900.0,REPOSADO,9900.0,2005,2
VENEZUELA,9000.0,TEQUILA 100% DE AGAVE,9000.0,REPOSADO,3600.0,2019,9
LITUANIA,4851.84,TEQUILA 100% DE AGAVE,4851.84,AÑEJO,1227.78,2012,12
CHILE,88956.27,TEQUILA,80156.84,BLANCO,64495.06,1997,4
CHILE,52600.49,TEQUILA 100% DE AGAVE,125.99,REPOSADO,125.99,1998,8
TAIWAN,7586.99,TEQUILA,5400.0,BLANCO,2295.0,2004,6
CANADA,400167.34,TEQUILA,107849.33,REPOSADO,765.0,2022,10
RUSIA,237087.34,TEQUILA 100% DE AGAVE,32516.63,REPOSADO,14253.08,2013,7
JAPON,67972.41,TEQUILA 100% DE AGAVE,57289.41,JOVEN,6486.75,2023,4
TAIWAN,1696.8,TEQUILA 100% DE AGAVE,756.0,AÑEJO,252.0,2004,12
LETONIA,34069.0,TEQUILA,22474.0,JOVEN,2252.0,2013,12
ALEMANIA,1045951.42,TEQUILA 100% DE AGAVE,57042.35,EXTRA AÑEJO,947.51,2022,8
PANAMA,86377.89,TEQUILA,72893.55,JOVEN,5094.9,2010,5
BOLIVIA,30013.65,TEQUILA,29608.65,REPOSADO,29608.65,2015,3
GRECIA,22875.72,TEQUILA 100% DE AGAVE,22875.72,BLANCO,11283.72,2013,1
REPUBLICA DOMINICANA,15360.08,TEQUILA,12217.95,BLANCO,4155.3,2012,7
SUIZA,49.18,TEQUILA,4.18,JOVEN,4.18,2025,2
TAILANDIA,10775.99,TEQUILA,10772.99,BLANCO,10772.99,2006,5
FRANCIA,230200.7,TEQUILA 100% DE AGAVE,96.38,REPOSADO,37.7,2012,9
TRINIDAD Y TOBAGO,9014.4,TEQUILA,9014.4,REPOSADO,5731.2,2020,1
TAIWAN,11.81,TEQUILA,11.81,REPOSADO,11.81,2011,9
PAISES BAJOS,13025.04,TEQUILA 100% DE AGAVE,3068.94,BLANCO,717.36,2019,2
ESPAÑA,253342.29,TEQUILA,251068.0,REPOSADO,94291.68,2001,7
COSTA RICA,5218.8,TEQUILA 100% DE AGAVE,5218.8,AÑEJO,319.2,2008,5
ESPAÑA,365002.34,TEQUILA 100% DE AGAVE,25434.31,BLANCO,11137.56,2015,9
AUSTRALIA,72541.5,TEQUILA,22623.3,REPOSADO,21665.7,2015,7
